类别,太阁原词,例句,所属域,我们侧名,值类型,语义,参数,备注,频率
域值,評定期間標誌,調查:(狀況::評定期間標誌)==(真偽::偽),狀況,Time::assessment_flag,布尔,評定期間標誌,—,✅ 引擎,43
域值,評定期限結束標誌,調查:(狀況::評定期限結束標誌)==(真偽::偽),狀況,Variable::tk5_u59963a,布尔,評定期限結束標誌,—,✅ 引擎,9
域值,謀反事件用人物,更新:(儲存號::謀反事件用人物)(人物Ａ),儲存號,Variable::tk5_u58338b,数字/字符串/对象,謀反事件用人物,—,✅ 引擎,2
域值,足輕大將,調查:(人物::主人公.身份)==(身份::足輕大將),身份,ashigaru_captain,枚举（带序：17 身份链）,足輕大將,—,🔴 需新加（17 身份系统）,48
域值,足輕組頭,調查:(人物::主人公.身份)==(身份::足輕組頭),身份,ashigaru_leader,枚举（带序：17 身份链）,足輕組頭,—,🔴 需新加（17 身份系统）,39
域值,軍團１,調查:(軍團::軍團１)==(軍團::主人公軍團),軍團,Army::army_1,对象:部队,軍團１,—,🔴 需新加（02 PartyBrain）,226
域值,軍團２,調查:(軍團::軍團２)==(軍團::事件用１軍團),軍團,Army::army_2,对象:部队,軍團２,—,🔴 需新加（02 PartyBrain）,92
域值,軍團Ａ,調查:(軍團::軍團Ａ)==(軍團::主人公軍團),軍團,Army::tk5_ud9732f,对象:部队,軍團Ａ,—,🔴 需新加（02 PartyBrain）,9
域值,遊戲經過日數,調查:(狀況::遊戲經過日數)>=(360),狀況,Variable::tk5_u37122e,数字,遊戲經過日數,—,✅ 引擎,42
域值,部將,調查:(人物::主人公.身份)==(身份::部將),身份,general,枚举（带序：17 身份链）,部將,—,🔴 需新加（17 身份系统）,86
域值,醫師,調查:(人物::主人公.身份)==(身份::醫師),身份,doctor,枚举（带序：17 身份链）,醫師,—,🔴 需新加（17 身份系统）,23
域值,鍛冶匠,調查:(人物::主人公.身份)==(身份::鍛冶匠),身份,smith,枚举（带序：17 身份链）,鍛冶匠,—,🔴 需新加（17 身份系统）,23
域值,雨,更新:(狀況::天氣)(天氣::雨),天氣,weather_rain,枚举,雨,—,✅ 引擎,10
域值,雲,更新:(狀況::天氣)(天氣::雲),天氣,weather_cloudy,枚举,雲,—,✅ 引擎,20
域值,頭,場合分歧:(身份::頭){//size=348(15c),身份,chief,枚举（带序：17 身份链）,頭,—,🔴 需新加（17 身份系统）,62
域值,頭領,調查:(人物::主人公.身份)==(身份::頭領),身份,chief,枚举（带序：17 身份链）,頭領,—,🔴 需新加（17 身份系统）,58
域值,Ｒｎｄ,代入ｒ:(變量::Ｒｎｄ)%(11),變量,Variable::Rnd,数字/字符串/对象,Ｒｎｄ,—,✅ 引擎,11
域值,Ｒｎｄ１００,調查:(變量::Ｒｎｄ１００)<=(40),變量,Variable::Rnd100,数字/字符串/对象,Ｒｎｄ１００,—,✅ 引擎,63
域值,ａ,調查:(變量::ａ)==(0),變量,Variable::a,数字/字符串/对象,ａ,—,✅ 引擎,424
域值,ｂ,調查:(變量::ｂ)>(0),變量,Variable::b,数字/字符串/对象,ｂ,—,✅ 引擎,215
域值,ｃ,代入ｃ:(變量::ｃ)*(10),變量,Variable::c,数字/字符串/对象,ｃ,—,✅ 引擎,153
域值,ｄ,代入ｄ:(變量::ｄ)-(1496),變量,Variable::d,数字/字符串/对象,ｄ,—,✅ 引擎,153
域值,ｅ,調查:(變量::ｅ)==(0),變量,Variable::e,数字/字符串/对象,ｅ,—,✅ 引擎,54
域值,ｆ,調查:(變量::ｆ)==(1),變量,Variable::f,数字/字符串/对象,ｆ,—,✅ 引擎,25
域值,ｇ,代入ａ:(變量::ａ)+(變量::ｇ),變量,Variable::g,数字/字符串/对象,ｇ,—,✅ 引擎,37
域值,ｈ,代入ａ:(變量::ａ)+(變量::ｈ),變量,Variable::h,数字/字符串/对象,ｈ,—,✅ 引擎,36
域值,ｉ,代入ａ:(變量::ａ)+(變量::ｉ),變量,Variable::i,数字/字符串/对象,ｉ,—,✅ 引擎,45
域值,ｊ,代入ａ:(變量::ａ)+(變量::ｊ),變量,Variable::j,数字/字符串/对象,ｊ,—,✅ 引擎,6
域值,ｋ,代入ａ:(變量::ａ)+(變量::ｋ),變量,Variable::k,数字/字符串/对象,ｋ,—,✅ 引擎,8
域值,ｌ,調查:(變量::ｍ)>(變量::ｌ),變量,Variable::l,数字/字符串/对象,ｌ,—,✅ 引擎,6
域值,ｍ,調查:(變量::ｍ)>=(10000),變量,Variable::m,数字/字符串/对象,ｍ,—,✅ 引擎,27
域值,ｎ,調查:(變量::ｎ)==(0),變量,Variable::n,数字/字符串/对象,ｎ,—,✅ 引擎,15
域值,ｏ,調查:(變量::ｏ)<=(3),變量,Variable::o,数字/字符串/对象,ｏ,—,✅ 引擎,17
域值,ｐ,調查:(變量::ｐ)==(1),變量,Variable::p,数字/字符串/对象,ｐ,—,✅ 引擎,15
域值,ｒ,代入ａ:(變量::ｄ)-(變量::ｒ),變量,Variable::r,数字/字符串/对象,ｒ,—,✅ 引擎,41
域值,ｔ,調查:(變量::ｔ)<(100),變量,Variable::t,数字/字符串/对象,ｔ,—,✅ 引擎,142
域值,ｕ,調查:(變量::ｕ)==(1),變量,Variable::u,数字/字符串/对象,ｕ,—,✅ 引擎,8
域值,ｖ,調查:(變量::ｖ)==(0),變量,Variable::v,数字/字符串/对象,ｖ,—,✅ 引擎,3
域值,ｗ,調查:(變量::ｗ)==(1),變量,Variable::w,数字/字符串/对象,ｗ,—,✅ 引擎,21
域值,ｘ,調查:(變量::ｘ)==(1),變量,Variable::x,数字/字符串/对象,ｘ,—,✅ 引擎,20
域值,ｙ,調查:(變量::ｙ)==(0),變量,Variable::y,数字/字符串/对象,ｙ,—,✅ 引擎,16
域值,ｚ,調查:(變量::ｚ)==(1),變量,Variable::z,数字/字符串/对象,ｚ,—,✅ 引擎,34
命令,下個場面,下個場面:(評定間),—,05 场景切换,—,场景切换,—,05 场景切换,30
命令,主命作成,"主命作成:(織田信長,柴田勝家,攻略地方（武士）,255,1549664256)",—,create_order,—,主命作成,orderId,13,56
命令,事件主命作成,"事件主命作成:(織田信長,主人公,316,20119552)[[半兵衛?誘]]",—,13 事件主命,—,事件主命,—,13 事件主命（QuestDef）,9
命令,事件主命變更,事件主命變更:(事件主命成果)[[勸誘成功]],—,13 事件主命,—,事件主命,—,13 事件主命（QuestDef）,32
命令,人物登用,"人物登用:(人物Ａ,直臣,主人公)",—,spawn_hero,—,造角色,"actor, clan",06,739
命令,人物解雇,"人物解雇:(主人公,發生據點,已出現)",—,fire_hero,—,解雇,actor,06,874
命令,他歧,"他歧:(0){//size=0(0), expected=280",—,🔴 解析碎片,—,解析碎片,—,🔴 解析碎片（忽略）,1
命令,代入主命目標海域,代入主命目標海域:(人物::主人公.主命目標),—,Ctx/Variable/GlobalSlot,对象:任务,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1
命令,代入主命目標銷路,代入主命目標銷路:(人物::主人公.主命目標),—,Ctx/Variable/GlobalSlot,对象:任务,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,4
命令,代入交易品Ａ,代入交易品Ａ:(交易品::蜜柑),—,Ctx/Variable/GlobalSlot,对象:物品,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,4
命令,代入人物Ａ,代入人物Ａ:(人物::本多正信),—,Ctx/Variable/GlobalSlot,对象:人物,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,944
命令,代入人物Ｂ,代入人物Ｂ:(海賊衆::熊野水軍.當主),—,Ctx/Variable/GlobalSlot,对象:人物,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1584
命令,代入人物Ｃ,代入人物Ｃ:(大名家::大名家Ｃ.當主),—,Ctx/Variable/GlobalSlot,对象:人物,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1592
命令,代入人物Ｄ,代入人物Ｄ:(商家::商家Ａ.當主),—,Ctx/Variable/GlobalSlot,对象:人物,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,510
命令,代入人物Ｅ,代入人物Ｅ:(人物::主人公當主),—,Ctx/Variable/GlobalSlot,对象:人物,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,148
命令,代入勢力Ａ,代入勢力Ａ:(人物::毛利輝元.所屬勢力),—,Ctx/Variable/GlobalSlot,对象:王国,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,60
命令,代入勢力Ｂ,代入勢力Ｂ:(人物::主人公.所屬勢力),—,Ctx/Variable/GlobalSlot,对象:王国,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,18
命令,代入勢力Ｃ,代入勢力Ｃ:(人物::今川義元.所屬勢力),—,Ctx/Variable/GlobalSlot,对象:王国,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,3
命令,代入卡Ａ,代入卡Ａ:(卡::松島)+(變量::ｉ),—,Ctx/Variable/GlobalSlot,对象:卡,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,6
命令,代入商家Ａ,代入商家Ａ:(人物::主人公.所屬商家),—,Ctx/Variable/GlobalSlot,对象:组织,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,47
命令,代入商家Ｂ,代入商家Ｂ:(人物::主人公.所屬商家),—,Ctx/Variable/GlobalSlot,对象:组织,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,6
命令,代入國Ａ,代入國Ａ:(據點::據點Ａ.所屬國),—,Ctx/Variable/GlobalSlot,对象:区域,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,34
命令,代入國Ｂ,代入國Ｂ:(人物::主人公.主命目標),—,Ctx/Variable/GlobalSlot,对象:区域,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,5
命令,代入國Ｃ,代入國Ｃ:(城::城Ｃ.所屬國),—,Ctx/Variable/GlobalSlot,对象:区域,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,8
命令,代入國Ｄ,代入國Ｄ:(城::城Ｃ.所屬國),—,Ctx/Variable/GlobalSlot,对象:区域,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1
命令,代入地方Ａ,代入地方Ａ:(據點::據點Ａ.所在地方),—,Ctx/Variable/GlobalSlot,对象:区域,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,34
命令,代入地方Ｂ,代入地方Ｂ:(據點::據點Ｂ.所在地方),—,Ctx/Variable/GlobalSlot,对象:区域,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,34
命令,代入城Ａ,代入城Ａ:(大名家::大名家Ａ.本城),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,773
命令,代入城Ｂ,代入城Ｂ:(人物::福島正則.所屬據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,794
命令,代入城Ｃ,代入城Ｃ:(人物::主人公.所屬據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,439
命令,代入城Ｄ,代入城Ｄ:(人物::人物Ｄ.所屬據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,234
命令,代入城Ｅ,代入城Ｅ:(城::忍),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,305
命令,代入大名家Ａ,代入大名家Ａ:(大名家::伊達晴宗),—,Ctx/Variable/GlobalSlot,对象:家族,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1326
命令,代入大名家Ｂ,代入大名家Ｂ:(人物::主人公.所屬大名家),—,Ctx/Variable/GlobalSlot,对象:家族,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1939
命令,代入大名家Ｃ,代入大名家Ｃ:(人物::主人公.所屬大名家),—,Ctx/Variable/GlobalSlot,对象:家族,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1748
命令,代入大名家Ｄ,代入大名家Ｄ:(人物::人物Ｄ.所屬大名家),—,Ctx/Variable/GlobalSlot,对象:家族,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,311
命令,代入大名家Ｅ,代入大名家Ｅ:(大名家::朝倉義景),—,Ctx/Variable/GlobalSlot,对象:家族,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,71
命令,代入忍者衆Ａ,代入忍者衆Ａ:(人物::主人公.所屬忍者衆),—,Ctx/Variable/GlobalSlot,对象:组织,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,120
命令,代入忍者衆Ｂ,代入忍者衆Ｂ:(人物::人物Ｃ.所屬忍者衆),—,Ctx/Variable/GlobalSlot,对象:组织,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,32
命令,代入忍者衆Ｃ,代入忍者衆Ｃ:(忍者衆::外聞衆),—,Ctx/Variable/GlobalSlot,对象:组织,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,8
命令,代入據點Ａ,代入據點Ａ:(人物::主人公.所屬據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,408
命令,代入據點Ｂ,代入據點Ｂ:(勢力::勢力Ｂ.本據),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,402
命令,代入據點Ｃ,代入據點Ｃ:(人物::主人公.所屬據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,109
命令,代入據點Ｄ,代入據點Ｄ:(大名家::大名家Ｄ.本城),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,76
命令,代入據點Ｅ,代入據點Ｅ:(人物::人物Ｅ.所屬據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,54
命令,代入流派Ａ,代入流派Ａ:(流派::主人公流派),—,Ctx/Variable/GlobalSlot,对象:流派,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,9
命令,代入流派Ｅ,代入流派Ｅ:(人物::主人公.劍術流派),—,Ctx/Variable/GlobalSlot,对象:流派,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1
命令,代入海賊衆Ａ,代入海賊衆Ａ:(人物::主人公.所屬海賊衆),—,Ctx/Variable/GlobalSlot,对象:组织,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,122
命令,代入海賊衆Ｂ,代入海賊衆Ｂ:(人物::人物Ｃ.所屬海賊衆),—,Ctx/Variable/GlobalSlot,对象:组织,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,50
命令,代入海賊衆Ｃ,代入海賊衆Ｃ:(海賊衆::村上水軍),—,Ctx/Variable/GlobalSlot,对象:组织,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,37
命令,代入海賊衆Ｄ,代入海賊衆Ｄ:(海賊衆::村上水軍),—,Ctx/Variable/GlobalSlot,对象:组织,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,3
命令,代入物品Ａ,代入物品Ａ:(物品::朝鮮唐津),—,Ctx/Variable/GlobalSlot,对象:物品,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,34
命令,代入物品Ｂ,代入物品Ｂ:(物品::松風),—,Ctx/Variable/GlobalSlot,对象:物品,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,6
命令,代入町Ａ,代入町Ａ:(人物::主人公.所屬據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,44
命令,代入町Ｂ,代入町Ｂ:(町::井之口),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,4
命令,代入町Ｃ,代入町Ｃ:(町::石山),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,4
命令,代入砦Ａ,代入砦Ａ:(人物::主人公.所屬據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,57
命令,代入砦Ｂ,代入砦Ｂ:(人物::村上武吉.所屬據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,12
命令,代入砦Ｃ,代入砦Ｃ:(海賊衆::海賊衆Ｃ.本據),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,25
命令,代入砦Ｅ,代入砦Ｅ:(據點::發生據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1
命令,代入軍團Ａ,代入軍團Ａ:(軍團::軍團１),—,Ctx/Variable/GlobalSlot,对象:部队,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,19
命令,代入軍團Ｂ,代入軍團Ｂ:(軍團::軍團２),—,Ctx/Variable/GlobalSlot,对象:部队,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,12
命令,代入里Ａ,代入里Ａ:(忍者衆::忍者衆Ａ.本據),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,42
命令,代入里Ｂ,代入里Ｂ:(人物::主人公.所屬據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,4
命令,代入里Ｃ,代入里Ｃ:(忍者衆::伊賀衆.本據),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,2
命令,代入里Ｅ,代入里Ｅ:(據點::發生據點),—,Ctx/Variable/GlobalSlot,对象:据点,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1
命令,代入ａ,代入ａ:(狀況::年)-(1541),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,1151
命令,代入ｂ,代入ｂ:(人物::主人公.年齡),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,555
命令,代入ｃ,代入ｃ:(變量::ｂ)/(10),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,344
命令,代入ｄ,代入ｄ:(狀況::年),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,549
命令,代入ｅ,代入ｅ:(0),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,114
命令,代入ｆ,代入ｆ:(1),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,52
命令,代入ｇ,代入ｇ:(人物::主人公.開墾技能),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,39
命令,代入ｈ,代入ｈ:(人物::主人公.礦山技能),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,41
命令,代入ｉ,代入ｉ:(人物::主人公.算術技能),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,42
命令,代入ｊ,代入ｊ:(人物::主人公.辯才技能),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,6
命令,代入ｋ,代入ｋ:(人物::主人公.礼法技能),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,8
命令,代入ｌ,代入ｌ:(0),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,9
命令,代入ｍ,代入ｍ:(人物::主人公.所持金)+(人物::主人公.貯金),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,29
命令,代入ｎ,代入ｎ:(4),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,18
命令,代入ｏ,代入ｏ:(0),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,9
命令,代入ｐ,代入ｐ:(1),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,20
命令,代入ｒ,代入ｒ:(變量::Ｒｎｄ)%(11),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,66
命令,代入ｔ,代入ｔ:(人物::主人公.醫師評價)+(100),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,237
命令,代入ｕ,代入ｕ:(1),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,10
命令,代入ｖ,代入ｖ:(1),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,8
命令,代入ｗ,代入ｗ:(1),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,36
命令,代入ｘ,代入ｘ:(1),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,17
命令,代入ｙ,代入ｙ:(1),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,10
命令,代入ｚ,代入ｚ:(4097),—,Ctx/Variable/GlobalSlot,数字/对象,代入槽赋值,—,Ctx / Variable / GlobalSlot 三档,52
命令,個人戰鬥,"個人戰鬥:(不可逃跑,無護衛,無效,足輕,足輕,足輕,無效,無效,民家庭院,偽,偽)",—,03 battle,—,個人戰鬥,presetId,03,137
命令,停止時間,停止時間:(1),—,pause_time,—,停止时间,无,01 调度,396
命令,分歧,分歧:(1){//size=276(114),—,script 分支,—,条件分支,—,script 分支（if 步骤，01 骨架）,19424
命令,勢力滅亡,"勢力滅亡:(上杉憲政,大名家Ｄ)",—,destroy_faction,—,势力灭亡,faction,02/06,614
命令,國主任命,"國主任命:(明智光秀,丹波,丹波龜山)",—,🔴 区域任命,—,国主任命,—,🔴 区域任命（降级）,16
命令,國主解任,國主解任:(安藤守就),—,🔴 区域任命,—,国主任命,—,🔴 区域任命（降级）,5
命令,圖片消去,圖片消去:(褪去),—,05 视觉,—,视觉/过场,—,05 视觉（立绘/过场）,694
命令,圖片表示,"圖片表示:(事件ＣＧ,城攻陷,無效,無效,褪去)",—,05 视觉,—,视觉/过场,—,05 视觉（立绘/过场）,987
命令,城主任命,"城主任命:(別所長治,城Ｃ)",—,set_owner,—,换城主,"settlement, clan",本 Phase,89
命令,城主解任,城主解任:(城Ｃ),—,set_owner,—,换城主,"settlement, clan",本 Phase,560
命令,外出,外出:,—,🔴 06 身份/移动,—,外出/身份,—,🔴 06 身份/移动（降级）,181
命令,家督讓位,"家督讓位:(人物Ｂ,九鬼嘉隆)",—,change_clan_leader,—,家督让位,"actor, clan",06,166
命令,容器存取,容器存取:(保存),—,container_access,—,存取,—,container_access,40
命令,容器排序,"容器排序:(大名家,支配力,降順)",—,container_sort,—,排序,—,container_sort,450
命令,容器排除,"容器排除:(人物,身份,大名)",—,container_exclude,—,排除,—,container_exclude,2670
命令,容器檢索,"容器檢索:(人物,人物番號,主人公)",—,container_query,—,检索,—,container_query,1
命令,容器清理,"容器清理:(消去,1)",—,container_clear,—,移除,—,container_clear,2519
命令,容器篩選,"容器篩選:(人物,所屬大名家,大名家Ａ)",—,container_filter,—,集合筛选,—,container_filter,3252
命令,容器設定,"容器設定:(人物,類別,武將)",—,container_set,—,按类别初始化,—,container_set,2757
命令,容器選擇,"容器選擇:(人物Ｅ,先頭)",—,container_pick,—,取元素到槽,—,container_pick,2864
命令,對話,"對話:(人物Ａ,主人公)[[{二人稱}，\n(前田利家)大人過世了！]]",—,05 lines[] speaker/textKey,—,对白,—,05 lines[] speaker/textKey,44534
命令,對話選擇,"對話選擇:(博古通今的老人,主人公)[[如果不嫌棄的話，\n讓我來教教你，\n經商之道吧。]]",—,05 choice 节点,—,玩家选择,—,05 choice 节点,28
命令,居城變更,"居城變更:(大名家Ａ,城Ｂ)",—,🔴 06 本城变更,—,居城变更,—,🔴 06 本城变更（Hero.home）,538
命令,強制武器交換,強制武器交換:(鎖鎌),—,🔴 降级,—,強制武器交換,—,🔴 降级,8
命令,強制移動,強制移動:(據點Ｂ),—,teleport,—,强制移动,"party, pos",06,221
命令,忍者軍團編成,"忍者軍團編成:(主人公軍團,里Ｃ,據點移動,城Ｃ,無效,發生據點,主人公,無效,無效,無效,無效,1000,3000,3…",—,02 PartyBrain,—,军团指令,—,02 PartyBrain,1
命令,忍者軍團編成最強,"忍者軍團編成最強:(主人公軍團,里Ａ,據點攻擊,里Ｂ,無效,里Ａ,主人公,無效,無效,無效,無效,3000,20000,…",—,02 PartyBrain,—,军团指令,—,02 PartyBrain,9
命令,成為御用商人,"成為御用商人:(茶屋,德川家康)",—,🔴 商家,—,商家,—,🔴 商家（数据包）,11
命令,所持金變更,所持金變更:(100),—,gold_change,—,金钱变更,"hero, amount",AgentControlHelper,58
命令,據點改名,"據點改名:(石山本願城,大阪城)",—,rename,—,改名,"actor, name",06,50
命令,改名,"改名:(豐臣秀吉,[[豐臣]],[[秀吉]])",—,rename,—,改名,"actor, name",06,318
命令,數字輸入,數字輸入:(勢力Ｂ),—,🔴 降级,—,数字输入（降级）,—,🔴 降级（无对应）,1
命令,文字列設定,文字列設定:(文字列Ａ)[[大名]],—,05 文本变量,—,文本变量,—,05 文本变量,762
命令,旁白,旁白:[[本能寺之變後，天下的局勢為之一變。]],—,05 narrator 行,—,旁白,—,05 narrator 行,5438
命令,暫存人物屬性,暫存人物屬性:(),—,🔴 属性暂存,—,属性暂存,—,🔴 属性暂存（降级）,1
命令,暫存所有變量,暫存所有變量:,—,🔴 Variable 暂存,—,变量暂存,—,🔴 Variable 暂存（降级）,2
命令,會議設定,會議設定:,—,🔴 17 评定,—,评定/会议,—,🔴 17 评定（council_start）,3
命令,會議開始,會議開始:,—,🔴 17 评定,—,评定/会议,—,🔴 17 评定（council_start）,1
命令,武將死亡,武將死亡:(前田利家),—,kill_hero,—,杀角色,actor,06,791
命令,海賊軍團編成,"海賊軍團編成:(事件用２軍團,砦Ｂ,據點移動,嚴島之町,主人公軍團,三島砦,村上武吉,無效,無效,無效,無效,1000,…",—,🔴 海战扩展,—,海战（扩展）,—,🔴 海战扩展,3
命令,海賊軍團編成最強,"海賊軍團編成最強:(主人公軍團,砦Ａ,據點移動,砦Ａ,無效,砦Ａ,主人公,無效,無效,無效,無效,1000,8000,2…",—,🔴 海战扩展,—,海战（扩展）,—,🔴 海战扩展,37
命令,物品改名,物品改名:(),—,rename,—,改名,"actor, name",06,3
命令,獨立,"獨立:(別所長治,城Ｃ,只有陪臣)",—,independence,—,独立,clan,06,122
命令,畫面效果,畫面效果:(暗出),—,fx,—,画面效果,—,05 fx 指令,37
命令,立場變更,"立場變更:(齋藤利三,陪臣,明智光秀)",—,🔴 06 身份变更,—,立场变更,—,🔴 06 身份变更,39
命令,背景恢復,背景恢復:(褪去),—,05 场景切换,—,场景切换,—,05 场景切换（还原）,143
命令,背景變更,"背景變更:(場面,商家,無效果)",—,05 场景切换,—,场景切换,—,05 场景切换,238
命令,自語,自語:[[信雄想必對我的飛躍相當不滿……\n他和德川聯手的話將會很難對付。]],—,05 narrator/自语行,—,自语/旁白,—,05 narrator/自语行,2843
